plant_part_name,ferc_acct,utility_id_pudl,plant_id_pudl,utility_name_ferc1,row_literal,utility_id_ferc1,report_year,spplmnt_num,row_number,row_seq,row_prvlg,acct_num,plant_balance,total_life_avg,net_salvage_rate,depreciation_annual_rate,survivor_curve_type,remaining_life_avg,common
Little Falls,334,35,874,Avista Corporation,Line 47,187,2018,1,47,47,,334,9332,38,-5,2.74,R2.5,22.2,
Little Falls,335,35,874,Avista Corporation,Line 48,187,2018,1,48,48,,335,549,65,0,0.69,R1.5,40.6,
0,335,35,,Avista Corporation,Line 49,187,2018,1,49,49,,Subtotal,57745,0,0,0,,0,
0,0,35,,Avista Corporation,Line 12,187,2018,2,12,12,,Upper Falls,,0,0,0,,0,
Upper Falls,330,35,875,Avista Corporation,Line 13,187,2018,2,13,13,,330,64,100,0,3.66,R4,22.2,
Upper Falls,331,35,875,Avista Corporation,Line 14,187,2018,2,14,14,,331,975,110,-20,1.77,R2,41.4,
Upper Falls,332,35,875,Avista Corporation,Line 15,187,2018,2,15,15,,332,7607,100,0,1.85,R1,45.2,
Upper Falls,333,35,875,Avista Corporation,Line 16,187,2018,2,16,16,,333,1166,65,-10,2.53,R1.5,30,
Upper Falls,334,35,875,Avista Corporation,Line 17,187,2018,2,17,17,,334,4269,38,-5,2.81,R2.5,35.1,
Upper Falls,335,35,875,Avista Corporation,Line 18,187,2018,2,18,18,,335,104,65,0,1.05,R1.5,41.2,
Upper Falls,336,35,875,Avista Corporation,Line 19,187,2018,2,19,19,,336,508,55,0,1.94,S2,26.2,
0,336,35,,Avista Corporation,Line 20,187,2018,2,20,20,,Subtotal,14693,0,0,0,,0,
0,0,35,,Avista Corporation,Line 22,187,2018,2,22,22,,Nine Mile,,0,0,0,,0,
Nine Mile,330,35,877,Avista Corporation,Line 23,187,2018,2,23,23,,330,11,100,0,2.48,R4,35.9,
Nine Mile,331,35,877,Avista Corporation,Line 24,187,2018,2,24,24,,331,19235,110,-20,1.98,R2,46.5,
Nine Mile,332,35,877,Avista Corporation,Line 25,187,2018,2,25,25,,332,29222,100,0,1.83,R1,45.1,
Nine Mile,333,35,877,Avista Corporation,Line 26,187,2018,2,26,26,,333,41581,65,-10,2.17,R1.5,40.3,
Nine Mile,334,35,877,Avista Corporation,Line 27,187,2018,2,27,27,,334,19194,38,-5,2.8,R2.5,22.5,
Nine Mile,335,35,877,Avista Corporation,Line 28,187,2018,2,28,28,,335,3141,65,0,0.88,R1.5,41.2,
Nine Mile,336,35,877,Avista Corporation,Line 29,187,2018,2,29,29,,336,595,55,0,1.93,S2,36.2,
0,336,35,,Avista Corporation,Line 30,187,2018,2,30,30,,Subtotal,112979,0,0,0,,0,
0,0,35,,Avista Corporation,Line 32,187,2018,2,32,32,,Monroe Street,,0,0,0,,0,
Monroe Street,331,35,873,Avista Corporation,Line 33,187,2018,2,33,33,,331,12121,110,-20,1.71,R2,56.9,
Monroe Street,332,35,873,Avista Corporation,Line 34,187,2018,2,34,34,,332,9972,100,0,1.39,R1,53.2,
Monroe Street,333,35,873,Avista Corporation,Line 35,187,2018,2,35,35,,333,11027,65,-10,1.95,R1.5,45.5,
Monroe Street,334,35,873,Avista Corporation,Line 36,187,2018,2,36,36,,334,3589,38,-5,2.82,R2.5,23.4,
Monroe Street,335,35,873,Avista Corporation,Line 37,187,2018,2,37,37,,335,34,65,0,1.19,R1.5,48.3,
Monroe Street,336,35,873,Avista Corporation,Line 38,187,2018,2,38,38,,336,50,55,0,1.86,S2,36.6,
0,336,35,,Avista Corporation,Line 39,187,2018,2,39,39,,Subtotal,36793,0,0,0,,0,
0,0,35,,Avista Corporation,Line 41,187,2018,2,41,41,,OTHER PRODUCTION,,0,0,0,,0,
0,0,35,,Avista Corporation,Line 42,187,2018,2,42,42,,Northeast Turbine,,0,0,0,,0,
Northeast Turbine,341,35,,Avista Corporation,Line 43,187,2018,2,43,43,,341,751,55,0,1.64,S4,8,
Northeast Turbine,342,35,,Avista Corporation,Line 44,187,2018,2,44,44,,342,31,55,-10,2.93,R3,8,
Northeast Turbine,343,35,,Avista Corporation,Line 45,187,2018,2,45,45,,343,9058,55,0,0.81,S2.5,8,
Northeast Turbine,344,35,,Avista Corporation,Line 46,187,2018,2,46,46,,344,2604,45,0,2.5,R1,7.4,
Northeast Turbine,345,35,,Avista Corporation,Line 47,187,2018,2,47,47,,345,1243,20,-5,12.49,S2,7.9,
Northeast Turbine,346,35,,Avista Corporation,Line 48,187,2018,2,48,48,,346,399,35,0,2.51,R3,7.8,
0,346,35,,Avista Corporation,Line 49,187,2018,2,49,49,,Subtotal,14086,0,0,0,,0,
0,0,35,,Avista Corporation,Line 12,187,2018,3,12,12,,Rathdrum Turbine,,0,0,0,,0,
Rathdrum Turbine,341,35,482,Avista Corporation,Line 13,187,2018,3,13,13,,341,3554,55,0,3.12,S4,24,
Rathdrum Turbine,342,35,482,Avista Corporation,Line 14,187,2018,3,14,14,,342,1696,55,-10,3.57,R3,23.5,
Rathdrum Turbine,343,35,482,Avista Corporation,Line 15,187,2018,3,15,15,,343,5722,55,0,2.77,S2.5,23.5,
Rathdrum Turbine,344,35,482,Avista Corporation,Line 16,187,2018,3,16,16,,344,49712,45,0,3.77,R1,21.6,
Rathdrum Turbine,345,35,482,Avista Corporation,Line 17,187,2018,3,17,17,,345,3185,20,-5,5.89,S2,15.2,
Rathdrum Turbine,346,35,482,Avista Corporation,Line 18,187,2018,3,18,18,,346,308,35,0,2.51,R3,7.8,
0,346,35,,Avista Corporation,Line 19,187,2018,3,19,19,,Subtotal,64177,0,0,0,,0,
0,0,35,,Avista Corporation,Line 21,187,2018,3,21,21,,Kettle Falls CT,,0,0,0,,0,
Kettle Falls CT,341,35,300,Avista Corporation,Line 22,187,2018,3,22,22,,341,9,55,-10,1.36,S4,24,
Kettle Falls CT,342,35,300,Avista Corporation,Line 23,187,2018,3,23,23,,342,89,55,-10,3.66,R3,17.7,
Kettle Falls CT,343,35,300,Avista Corporation,Line 24,187,2018,3,24,24,,343,8670,55,0,3.24,S2.5,17.8,
Kettle Falls CT,344,35,300,Avista Corporation,Line 25,187,2018,3,25,25,,344,737,45,0,4.09,R1,16.6,
Kettle Falls CT,345,35,300,Avista Corporation,Line 26,187,2018,3,26,26,,345,13,20,-5,6.68,S2,11.4,
0,345,35,,Avista Corporation,Line 27,187,2018,3,27,27,,Subtotal,9518,0,0,0,,0,
0,0,35,,Avista Corporation,Line 29,187,2018,3,29,29,,Boulder Park,,0,0,0,,0,
Boulder Park,341,35,70,Avista Corporation,Line 30,187,2018,3,30,30,,341,1263,55,0,2.54,S4,31.9,
Boulder Park,342,35,70,Avista Corporation,Line 31,187,2018,3,31,31,,342,162,55,-10,2.62,R3,30.4,
Boulder Park,343,35,70,Avista Corporation,Line 32,187,2018,3,32,32,,343,57,55,0,2.52,S2.5,30.9,
Boulder Park,344,35,70,Avista Corporation,Line 33,187,2018,3,33,33,,344,30994,45,0,2.94,R1,26.9,
Boulder Park,345,35,70,Avista Corporation,Line 34,187,2018,3,34,34,,345,646,20,-5,6.03,S2,14.3,
Boulder Park,346,35,70,Avista Corporation,Line 35,187,2018,3,35,35,,346,39,35,0,2.87,R3,26.2,
0,346,35,,Avista Corporation,Line 36,187,2018,3,36,36,,Subtotal,33161,0,0,0,,0,
0,0,35,,Avista Corporation,Line 38,187,2018,3,38,38,,Coyote Springs 2,,0,0,0,,0,
Coyote Springs 2,341,35,136,Avista Corporation,Line 39,187,2018,3,39,39,,341,11559,55,0,2.34,S4,32.8,
Coyote Springs 2,342,35,136,Avista Corporation,Line 40,187,2018,3,40,40,,342,19318,55,-10,2.72,R3,31.4,
Coyote Springs 2,344,35,136,Avista Corporation,Line 41,187,2018,3,41,41,,344,135306,45,0,3,R1,27.9,
Coyote Springs 2,345,35,136,Avista Corporation,Line 42,187,2018,3,42,42,,345,16933,20,-5,6.14,S2,13.4,
Coyote Springs 2,346,35,136,Avista Corporation,Line 43,187,2018,3,43,43,,346,1003,35,0,2.95,R3,27.4,
0,346,35,,Avista Corporation,Line 44,187,2018,3,44,44,,Subtotal,184119,0,0,0,,0,
0,0,35,,Avista Corporation,Line 46,187,2018,3,46,46,,Solar Power,,0,0,0,,0,
Solar Power,344,35,,Avista Corporation,Line 47,187,2018,3,47,47,,344 & 345,482,25,0,5.3,S2.5,17.9,
0,344,35,,Avista Corporation,Line 48,187,2018,3,48,48,,Subtotal,482,0,0,0,,0,
0,0,35,,Avista Corporation,Line 50,187,2018,3,50,50,,Lancaster,,0,0,0,,0,
Lancaster,342,35,,Avista Corporation,Line 12,187,2018,4,12,12,,342,92,55,-10,3.67,R3,29.4,
Lancaster,344,35,,Avista Corporation,Line 13,187,2018,4,13,13,,344,209,45,0,3.7,R1,26.6,
Lancaster,345,35,,Avista Corporation,Line 14,187,2018,4,14,14,,345,49,20,0,5,S1.5,18,
0,345,35,,Avista Corporation,Line 15,187,2018,4,15,15,,Subtotal,350,0,0,0,,0,
0,0,35,,Avista Corporation,Line 17,187,2018,4,17,17,,TRANSMISSION PLANT,,0,0,0,,0,
TRANSMISSION PLANT,350,35,,Avista Corporation,Line 18,187,2018,4,18,18,,350,21714,75,0,1.3,R4,56.8,
TRANSMISSION PLANT,352,35,,Avista Corporation,Line 19,187,2018,4,19,19,,352,26258,60,-5,1.65,S2,48,
TRANSMISSION PLANT,353,35,,Avista Corporation,Line 20,187,2018,4,20,20,,353,267788,45,-10,2.33,R2.5,33.1,
TRANSMISSION PLANT,354,35,,Avista Corporation,Line 21,187,2018,4,21,21,,354,17291,70,-15,1.8,R4,41,
TRANSMISSION PLANT,355,35,,Avista Corporation,Line 22,187,2018,4,22,22,,355,262716,65,-15,1.38,R2.5,54.7,
TRANSMISSION PLANT,356,35,,Avista Corporation,Line 23,187,2018,4,23,23,,356,147348,65,-10,1.59,R2.5,50.2,
TRANSMISSION PLANT,357,35,,Avista Corporation,Line 24,187,2018,4,24,24,,357,3188,60,0,1.64,R4,51.7,
TRANSMISSION PLANT,358,35,,Avista Corporation,Line 25,187,2018,4,25,25,,358,2537,50,0,2.02,S2,35.4,
TRANSMISSION PLANT,359,35,,Avista Corporation,Line 26,187,2018,4,26,26,,359,2054,65,0,1.66,R4,39.7,
0,359,35,,Avista Corporation,Line 27,187,2018,4,27,27,,Subtotal,750894,0,0,0,,0,
0,0,35,,Avista Corporation,Line 29,187,2018,4,29,29,,DISTRIBUTION PLANT,,0,0,0,,0,
DISTRIBUTION PLANT,360,35,,Avista Corporation,Line 30,187,2018,4,30,30,,360,2962,75,0,1.34,R4,74.4,
DISTRIBUTION PLANT,361,35,,Avista Corporation,Line 31,187,2018,4,31,31,,361,34129,60,-10,1.62,R2.5,47.3,
DISTRIBUTION PLANT,362,35,,Avista Corporation,Line 32,187,2018,4,32,32,,362,138395,45,0,1.97,R1.5,34.2,
DISTRIBUTION PLANT,363,35,,Avista Corporation,Line 33,187,2018,4,33,33,,363,2598,0,0,0,,0,
DISTRIBUTION PLANT,364,35,,Avista Corporation,Line 34,187,2018,4,34,34,,364,406104,55,-25,2.31,R2.5,41.1,
DISTRIBUTION PLANT,365,35,,Avista Corporation,Line 35,187,2018,4,35,35,,365,268711,50,-20,2.82,R3,32.7,
DISTRIBUTION PLANT,366,35,,Avista Corporation,Line 36,187,2018,4,36,36,,366,118895,50,-25,2.71,S2,37.6,
DISTRIBUTION PLANT,367,35,,Avista Corporation,Line 37,187,2018,4,37,37,,367,209477,28,-20,5.63,S2,16.8,
DISTRIBUTION PLANT,368,35,,Avista Corporation,Line 38,187,2018,4,38,38,,368,269658,44,-5,2.11,R2,33,
DISTRIBUTION PLANT,369,35,,Avista Corporation,Line 39,187,2018,4,39,39,,369,173791,55,-40,2.7,R4,37.55,
DISTRIBUTION PLANT,370,35,,Avista Corporation,Line 40,187,2018,4,40,40,,370 - AN,157,15,0,7.65,S2.5,12.5,
DISTRIBUTION PLANT,370,35,,Avista Corporation,Line 41,187,2018,4,41,41,,370.2 - ID,22929,15,0,7.65,S2.5,12.5,
DISTRIBUTION PLANT,370,35,,Avista Corporation,Line 42,187,2018,4,42,42,,370.3 - WA,33473,35,0,3.39,S0.5,23.6,
DISTRIBUTION PLANT,371,35,,Avista Corporation,Line 43,187,2018,4,43,43,,371,1492,0,0,0,,0,
DISTRIBUTION PLANT,373,35,,Avista Corporation,Line 44,187,2018,4,44,44,,373,22531,35,-25,1.91,R2.5,26.45,
DISTRIBUTION PLANT,373,35,,Avista Corporation,Line 45,187,2018,4,45,45,,373.4,26039,35,-25,3.48,R2.5,26.8,
DISTRIBUTION PLANT,373,35,,Avista Corporation,Line 46,187,2018,4,46,46,,373.5,14636,35,-25,3.48,R2.5,26.8,
0,373,35,,Avista Corporation,Line 47,187,2018,4,47,47,,Subtotal,1745977,0,0,0,,0,
0,0,35,,Avista Corporation,Line 49,187,2018,4,49,49,,GENERAL PLANT,,0,0,0,,0,
GENERAL PLANT,390,35,,Avista Corporation,Line 50,187,2018,4,50,50,,390.1,8242,48,-5,1.67,S2,39,
GENERAL PLANT,391,35,,Avista Corporation,Line 12,187,2018,5,12,12,,391.1,2744,5,0,21.28,SQ,3.3,
GENERAL PLANT,393,35,,Avista Corporation,Line 13,187,2018,5,13,13,,393,399,25,0,4.58,SQ,19.4,
GENERAL PLANT,394,35,,Avista Corporation,Line 14,187,2018,5,14,14,,394,5633,20,0,4.78,SQ,10.2,
GENERAL PLANT,395,35,,Avista Corporation,Line 15,187,2018,5,15,15,,395,1553,15,0,13.73,SQ,4,
GENERAL PLANT,397,35,,Avista Corporation,Line 16,187,2018,5,16,16,,397,66119,15,0,2.81,SQ,11.7,
GENERAL PLANT,398,35,,Avista Corporation,Line 17,187,2018,5,17,17,,398,152,10,0,13.31,SQ,7,
0,398,35,,Avista Corporation,Line 18,187,2018,5,18,18,,Subtotal,84842,0,0,0,,0,
0,0,35,,Avista Corporation,Line 20,187,2018,5,20,20,,MISC POWER EQUIPMENT,,0,0,0,,0,
MISC POWER EQUIPMENT,392,35,,Avista Corporation,Line 21,187,2018,5,21,21,,392,7418,15,20,1.83,L2.5,13.7,
MISC POWER EQUIPMENT,396,35,,Avista Corporation,Line 22,187,2018,5,22,22,,396,3866,16,5,5.79,S0.5,11.8,
0,396,35,,Avista Corporation,Line 23,187,2018,5,23,23,,Subtotal,11284,0,0,0,,0,
0,0,35,,Avista Corporation,Line 34,187,2018,5,34,34,,TOTAL COMPANY,3981669,0,0,0,,0,
Steam Production Plant,0,42,,"Black Hills Power, Inc.",Line 12,12,2018,0,12,12,,Steam Production Plant,,0,0,0,,0,
Osage,0,42,1206,"Black Hills Power, Inc.",Line 13,12,2018,0,13,13,,Osage,817,60,-22,12.07,,0,
Wyodak,0,42,656,"Black Hills Power, Inc.",Line 15,12,2018,0,15,15,,Wyodak,114695,58,-13,2.86,,24.2,
Neil Simpson II,0,42,411,"Black Hills Power, Inc.",Line 17,12,2018,0,17,17,,Neil Simpson II,160798,60,-14,2.9,,28.4,
Wygen III,0,42,654,"Black Hills Power, Inc.",Line 18,12,2018,0,18,18,,Wygen III,139924,60,-13,2.64,,40.4,
Subtotal,0,42,,"Black Hills Power, Inc.",Line 19,12,2018,0,19,19,,Subtotal,416234,0,0,0,,0,
Other Production Plant,0,42,,"Black Hills Power, Inc.",Line 20,12,2018,0,20,20,,Other Production Plant,,0,0,0,,0,
Lange CT,0,42,317,"Black Hills Power, Inc.",Line 21,12,2018,0,21,21,,Lange CT,30698,44,-5,2.29,,29.6,
Neil Simpson I CT,0,42,411,"Black Hills Power, Inc.",Line 22,12,2018,0,22,22,,Neil Simpson I CT,30469,44,-5,2.56,,28.3,
Ben French CT,0,42,47,"Black Hills Power, Inc.",Line 23,12,2018,0,23,23,,Ben French CT,20623,44,-13,2.61,,14.2,
Ben French Diesel CT,0,42,47,"Black Hills Power, Inc.",Line 24,12,2018,0,24,24,,Ben French Diesel CT,2178,45,-22,5.06,,6.5,
CPGS,0,42,,"Black Hills Power, Inc.",Line 25,12,2018,0,25,25,,CPGS,89230,40,-4,2.98,,42,
Subtotal,0,42,,"Black Hills Power, Inc.",Line 26,12,2018,0,26,26,,Subtotal,173198,0,0,0,,0,
Transmission Plant,0,42,,"Black Hills Power, Inc.",Line 27,12,2018,0,27,27,,Transmission Plant,,0,0,0,,0,
Structures and I,352,42,,"Black Hills Power, Inc.",Line 28,12,2018,0,28,28,,(352) Structures and I,1926,50,-10,1.83,,39.8,
Station Equip,353,42,,"Black Hills Power, Inc.",Line 29,12,2018,0,29,29,,(353) Station Equip,55014,42,-5,2.13,,35.8,
Towers and Fix,354,42,,"Black Hills Power, Inc.",Line 30,12,2018,0,30,30,,(354) Towers and Fix,865,60,-20,1.74,,55.6,
Poles and Fixt,355,42,,"Black Hills Power, Inc.",Line 31,12,2018,0,31,31,,(355) Poles and Fixt,76578,55,-30,2.74,,37.5,
Overhead Cond,356,42,,"Black Hills Power, Inc.",Line 32,12,2018,0,32,32,,(356) Overhead Cond,54649,60,-20,2.05,,44.7,
Roads & Trail,359,42,,"Black Hills Power, Inc.",Line 33,12,2018,0,33,33,,(359) Roads & Trail,7,60,0,1.72,,31.5,
Subtotal,359,42,,"Black Hills Power, Inc.",Line 34,12,2018,0,34,34,,Subtotal,189039,0,0,0,,0,
Distribution Plant,0,42,,"Black Hills Power, Inc.",Line 35,12,2018,0,35,35,,Distribution Plant,,0,0,0,,0,
Structures & I,361,42,,"Black Hills Power, Inc.",Line 36,12,2018,0,36,36,,(361) Structures & I,1788,40,-5,2.45,,33.3,
Station Equip,362,42,,"Black Hills Power, Inc.",Line 37,12,2018,0,37,37,,(362) Station Equip,88475,45,-10,2.27,,34.1,
"Poles, Towers",364,42,,"Black Hills Power, Inc.",Line 38,12,2018,0,38,38,,"(364) Poles, Towers",89198,50,-70,3.64,,37,
Overhead Cond,365,42,,"Black Hills Power, Inc.",Line 39,12,2018,0,39,39,,(365) Overhead Cond,55961,50,-20,2.26,,38.5,
Underground Cond,366,42,,"Black Hills Power, Inc.",Line 40,12,2018,0,40,40,,(366) Underground Cond,7337,37,-5,2.81,,33.1,
Underground Cond,367,42,,"Black Hills Power, Inc.",Line 41,12,2018,0,41,41,,(367) Underground Cond,47505,40,-5,2.32,,30.1,
Line Trans,368,42,,"Black Hills Power, Inc.",Line 42,12,2018,0,42,42,,(368) Line Trans,47056,36,0,2.41,,27.1,
Services,369,42,,"Black Hills Power, Inc.",Line 43,12,2018,0,43,43,,(369) Services,37437,62,-5,2.29,,51.3,
Meters,370,42,,"Black Hills Power, Inc.",Line 44,12,2018,0,44,44,,(370) Meters,12004,21,0,5.23,,18.3,
Installations,371,42,,"Black Hills Power, Inc.",Line 45,12,2018,0,45,45,,(371) Installations,2524,30,-10,3.22,,22.2,
Street Lighting,373,42,,"Black Hills Power, Inc.",Line 46,12,2018,0,46,46,,(373) Street Lighting,2158,25,-15,3.96,,17.1,
Subtotal,373,42,,"Black Hills Power, Inc.",Line 47,12,2018,0,47,47,,Subtotal,391443,0,0,0,,0,
General Plant,0,42,,"Black Hills Power, Inc.",Line 48,12,2018,0,48,48,,General Plant,,0,0,0,,0,
Structures and I,390,42,,"Black Hills Power, Inc.",Line 49,12,2018,0,49,49,,(390) Structures and I,73973,40,-10,1.67,,32.4,
Office Furn,391,42,,"Black Hills Power, Inc.",Line 50,12,2018,0,50,50,,(391) Office Furn,13324,9.8,0,13.82,,5.9,
Transportation,392,42,,"Black Hills Power, Inc.",Line 12,12,2018,1,12,12,,(392) Transportation,14142,13,-10,3.45,,10.5,
Stores Equip,393,42,,"Black Hills Power, Inc.",Line 13,12,2018,1,13,13,,(393) Stores Equip,108,20,0,9.32,,10.5,
"Tools, Shop",394,42,,"Black Hills Power, Inc.",Line 14,12,2018,1,14,14,,"(394) Tools, Shop",4538,25,0,3.33,,17,
Laboratory Equip,395,42,,"Black Hills Power, Inc.",Line 15,12,2018,1,15,15,,(395) Laboratory Equip,510,25,0,7.46,,13.2,
Power Equip,396,42,,"Black Hills Power, Inc.",Line 16,12,2018,1,16,16,,(396) Power Equip,2402,30,-20,1.28,,26.7,
Communication,397,42,,"Black Hills Power, Inc.",Line 17,12,2018,1,17,17,,(397) Communication,7921,20,0,5.63,,13.7,
Misc. Equip,398,42,,"Black Hills Power, Inc.",Line 18,12,2018,1,18,18,,(398) Misc. Equip,919,20,0,5.8,,13.2,
Subtotal,398,42,,"Black Hills Power, Inc.",Line 19,12,2018,1,19,19,,Subtotal,117837,0,0,0,,0,
Total,0,42,,"Black Hills Power, Inc.",Line 20,12,2018,1,20,20,,Total,1287751,0,0,0,,0,
Total,311,89,,DTE Electric Company,Line 12,44,2018,0,12,12,,311,782909,50.35,10,1.41,200-SC,27.02,
Total,312,89,,DTE Electric Company,Line 13,44,2018,0,13,13,,312,4384352,38.47,9.7,2.23,200-SC,24.62,
Total,314,89,,DTE Electric Company,Line 14,44,2018,0,14,14,,314,554964,37.4,9.7,2.27,200-SC,23.03,
Total,315,89,,DTE Electric Company,Line 15,44,2018,0,15,15,,315,146453,41.03,12.1,2.13,200-SC,24.02,
Total,316,89,,DTE Electric Company,Line 16,44,2018,0,16,16,,316,20064,40.46,9.7,2.08,200-SC,24.87,
0,316,89,,DTE Electric Company,Line 17,44,2018,0,17,17,,Non Belle River,,0,0,0,,0,
Non Belle River,311,89,,DTE Electric Company,Line 18,44,2018,0,18,18,,311,108704,59.3,3.6,1.48,200-SC,39.22,
Non Belle River,312,89,,DTE Electric Company,Line 19,44,2018,0,19,19,,312,443878,58.32,5.8,1.59,200-SC,39.23,
Non Belle River,314,89,,DTE Electric Company,Line 20,44,2018,0,20,20,,314,87659,56.13,4.1,1.64,200-SC,39.24,
Non Belle River,315,89,,DTE Electric Company,Line 21,44,2018,0,21,21,,315,16293,55.39,6.3,1.73,200-SC,39.24,
Non Belle River,316,89,,DTE Electric Company,Line 22,44,2018,0,22,22,,316,981,58.42,6.4,1.58,200-SC,40.12,
0,316,89,,DTE Electric Company,Line 23,44,2018,0,23,23,,Belle River Unit 1,,0,0,0,,0,
Belle River Unit 1,311,89,44,DTE Electric Company,Line 24,44,2018,0,24,24,,311,112124,60.15,3.6,1.47,200-SC,40.11,
Belle River Unit 1,312,89,44,DTE Electric Company,Line 25,44,2018,0,25,25,,312,455528,58.22,5.8,1.61,200-SC,40.12,
Belle River Unit 1,314,89,44,DTE Electric Company,Line 26,44,2018,0,26,26,,314,106109,58.91,4.2,1.53,200-SC,40.12,
Belle River Unit 1,315,89,44,DTE Electric Company,Line 27,44,2018,0,27,27,,315,11942,59.13,6.4,1.61,200-SC,40.11,
Belle River Unit 1,316,89,44,DTE Electric Company,Line 28,44,2018,0,28,28,,316,1205,58.42,6.4,1.58,200-SC,40.12,
0,316,89,,DTE Electric Company,Line 29,44,2018,0,29,29,,Belle River Unit 2,,0,0,0,,0,
Belle River Unit 2,311,89,44,DTE Electric Company,Line 30,44,2018,0,30,30,,311,137843,56.61,3.6,1.61,200-SC,40.13,
Belle River Unit 2,312,89,44,DTE Electric Company,Line 31,44,2018,0,31,31,,312,228382,59.02,5.8,1.58,200-SC,40.11,
Belle River Unit 2,314,89,44,DTE Electric Company,Line 32,44,2018,0,32,32,,314,62956,60.06,4.2,1.49,200-SC,40.11,
Belle River Unit 2,315,89,44,DTE Electric Company,Line 33,44,2018,0,33,33,,315,9838,60.32,6.4,1.51,200-SC,40.11,
Belle River Unit 2,316,89,44,DTE Electric Company,Line 34,44,2018,0,34,34,,316,4056,58.42,6.4,1.58,200-SC,40.12,
0,316,89,,DTE Electric Company,Line 35,44,2018,0,35,35,,Belle River Common,,0,0,0,,0,
0,0,89,,DTE Electric Company,Line 36,44,2018,0,36,36,,Subtotal - Steam Prod,7676240,0,0,0,,0,
Subtotal - Steam Prod,321,89,,DTE Electric Company,Line 37,44,2018,0,37,37,,321,236526,38.36,45,4.54,200-SC,34.82,
Subtotal - Steam Prod,322,89,,DTE Electric Company,Line 38,44,2018,0,38,38,,322,510012,37.05,45,3.55,200-SC,34.82,
Subtotal - Steam Prod,323,89,,DTE Electric Company,Line 39,44,2018,0,39,39,,323,195101,36.99,45,4.46,200-SC,34.83,
Subtotal - Steam Prod,324,89,,DTE Electric Company,Line 40,44,2018,0,40,40,,324,73632,36.65,45,4.22,200-SC,34.83,
Subtotal - Steam Prod,325,89,,DTE Electric Company,Line 41,44,2018,0,41,41,,325,97881,37.7,45,4.24,200-SC,34.82,
0,325,89,,DTE Electric Company,Line 42,44,2018,0,42,42,,Subtotal - Nuclear,1113152,0,0,0,,0,
Subtotal - Nuclear,331,89,,DTE Electric Company,Line 43,44,2018,0,43,43,,331,33010,69,91,3.03,R1.5,38.07,
Subtotal - Nuclear,332,89,,DTE Electric Company,Line 44,44,2018,0,44,44,,332,118588,74.88,93,2.81,L5,39.83,
Subtotal - Nuclear,333,89,,DTE Electric Company,Line 45,44,2018,0,45,45,,333,235059,58.87,85,3.48,R3,37.27,
Subtotal - Nuclear,334,89,,DTE Electric Company,Line 46,44,2018,0,46,46,,334,35462,56.33,52,3.3,R1.5,28.9,
Subtotal - Nuclear,335,89,,DTE Electric Company,Line 47,44,2018,0,47,47,,335,9333,38.87,56,4.78,L0,21.07,
Subtotal - Nuclear,336,89,,DTE Electric Company,Line 48,44,2018,0,48,48,,336,1863,76,100,2.79,None,40.5,
0,336,89,,DTE Electric Company,Line 49,44,2018,0,49,49,,Subtotal-Hydraulic Prd,433315,0,0,0,,0,
Subtotal-Hydraulic Prd,341,89,,DTE Electric Company,Line 50,44,2018,0,50,50,,341,10703,31.94,5,3.84,R4,12.64,
Subtotal-Hydraulic Prd,342,89,,DTE Electric Company,Line 12,44,2018,1,12,12,,342,14893,31.65,5,3.6,R4,18.55,
Subtotal-Hydraulic Prd,343,89,,DTE Electric Company,Line 13,44,2018,1,13,13,,343,135223,38.28,5,5.62,R4,3.62,
Subtotal-Hydraulic Prd,344,89,,DTE Electric Company,Line 14,44,2018,1,14,14,,344,378950,30.98,5,3.63,R4,18.74,
Subtotal-Hydraulic Prd,344,89,,DTE Electric Company,Line 15,44,2018,1,15,15,,344  - Pre 295,3170,26,0,3.78,L3,25.5,
Subtotal-Hydraulic Prd,344,89,,DTE Electric Company,Line 16,44,2018,1,16,16,,344 - Wind,898029,26,0,3.78,L3,25.5,
Subtotal-Hydraulic Prd,345,89,,DTE Electric Company,Line 17,44,2018,1,17,17,,345,33988,33.63,5,3.73,R4,12.2,
Subtotal-Hydraulic Prd,346,89,,DTE Electric Company,Line 18,44,2018,1,18,18,,346A,,20,0,4.24,R4,0,
Subtotal-Hydraulic Prd,346,89,,DTE Electric Company,Line 19,44,2018,1,19,19,,346B,142910,23,0,4.93,L3,22.5,
Subtotal-Hydraulic Prd,346,89,,DTE Electric Company,Line 20,44,2018,1,20,20,,346C,21,20,0,4.24,L3,0,
0,346,89,,DTE Electric Company,Line 21,44,2018,1,21,21,,Subtotal-Other Prod Pt,1617887,0,0,0,,0,
Subtotal-Other Prod Pt,352,89,,DTE Electric Company,Line 22,44,2018,1,22,22,,352,,62,5,0,S3,42.54,
Subtotal-Other Prod Pt,353,89,,DTE Electric Company,Line 23,44,2018,1,23,23,,353,86248,55.7,10,1.65,L0,49.43,
0,353,89,,DTE Electric Company,Line 24,44,2018,1,24,24,,Subtotal-Trans Plant,86248,0,0,0,,0,
Subtotal-Trans Plant,361,89,,DTE Electric Company,Line 25,44,2018,1,25,25,,361,166890,62.2,5,1.76,R2,41.74,
Subtotal-Trans Plant,361,89,,DTE Electric Company,Line 26,44,2018,1,26,26,,361 - Wind,7392,60,5,1.75,R2,59.55,
Subtotal-Trans Plant,362,89,,DTE Electric Company,Line 27,44,2018,1,27,27,,362,1289223,57.17,50,2.66,SC,45.97,
